DATE,Allegany,Anne_Arundel,Baltimore,Baltimore_City,Calvert,Caroline,Carroll,Cecil,Charles,Dorchester,Frederick,Garrett,Harford,Howard,Kent,Montgomery,Prince_Georges,Queen_Annes,Somerset,St_Marys,Talbot,Washington,Wicomico,Worcester
3/11/22,"17,050","88,588","130,920","110,796","11,055","6,017","21,157","15,319","27,693","7,678","45,258","5,661","37,912","43,226","3,028","165,884","169,290","7,033","5,141","18,775","5,522","34,916","19,538","8,605"
3/12/22,"17,057","88,630","130,965","110,842","11,059","6,020","21,169","15,324","27,701","7,681","45,271","5,667","37,927","43,246","3,029","165,947","169,326","7,037","5,147","18,786","5,524","34,933","19,541","8,603"
3/13/22,"17,060","88,647","130,987","110,867","11,061","6,021","21,173","15,326","27,703","7,682","45,276","5,671","37,940","43,267","3,029","165,985","169,351","7,042","5,149","18,789","5,524","34,941","19,541","8,604"
3/14/22,"17,060","88,661","131,002","110,877","11,064","6,021","21,174","15,328","27,717","7,682","45,281","5,677","37,948","43,287","3,029","166,010","169,368","7,042","5,149","18,791","5,526","34,941","19,543","8,604"
3/15/22,"17,060","88,702","131,044","110,904","11,065","6,022","21,181","15,335","27,721","7,683","45,290","5,682","37,961","43,301","3,030","166,045","169,402","7,046","5,150","18,792","5,528","34,947","19,546","8,603"
3/16/22,"17,064","88,734","131,085","110,948","11,069","6,023","21,195","15,337","27,724","7,683","45,306","5,686","37,971","43,322","3,030","166,106","169,444","7,048","5,154","18,793","5,530","34,955","19,560","8,605"
3/17/22,"17,068","88,772","131,134","111,010","11,070","6,025","21,210","15,347","27,729","7,688","45,325","5,694","37,986","43,341","3,030","166,166","169,472","7,049","5,156","18,801","5,533","34,960","19,576","8,606"
3/18/22,"17,072","88,814","131,189","111,050","11,072","6,025","21,228","15,356","27,749","7,690","45,348","5,701","38,009","43,371","3,030","166,240","169,514","7,054","5,158","18,810","5,538","34,966","19,588","8,606"
3/19/22,"17,076","88,847","131,238","111,096","11,073","6,026","21,238","15,360","27,762","7,693","45,368","5,704","38,021","43,392","3,030","166,309","169,551","7,057","5,161","18,818","5,541","34,978","19,592","8,605"
3/20/22,"17,076","88,859","131,255","111,118","11,075","6,027","21,241","15,368","27,772","7,697","45,374","5,705","38,026","43,422","3,031","166,354","169,574","7,060","5,161","18,820","5,542","34,980","19,598","8,605"
3/21/22,"17,080","88,879","131,274","111,139","11,076","6,027","21,244","15,372","27,777","7,699","45,386","5,705","38,030","43,431","3,032","166,398","169,587","7,062","5,163","18,823","5,545","34,981","19,599","8,606"
3/22/22,"17,082","88,902","131,303","111,155","11,077","6,027","21,245","15,378","27,778","7,700","45,385","5,708","38,038","43,448","3,032","166,436","169,611","7,065","5,163","18,825","5,546","34,982","19,603","8,608"
3/23/22,"17,082","88,924","131,341","111,192","11,078","6,027","21,255","15,381","27,783","7,700","45,401","5,708","38,039","43,458","3,034","166,490","169,641","7,064","5,165","18,826","5,547","34,994","19,605","8,608"
3/24/22,"17,088","88,955","131,376","111,231","11,079","6,028","21,274","15,386","27,792","7,701","45,426","5,711","38,053","43,473","3,034","166,577","169,683","7,065","5,167","18,829","5,551","35,009","19,610","8,607"
3/25/22,"17,095","88,981","131,421","111,308","11,084","6,032","21,287","15,397","27,801","7,702","45,442","5,712","38,068","43,489","3,035","166,668","169,721","7,067","5,171","18,829","5,553","35,015","19,610","8,608"
3/26/22,"17,097","89,025","131,480","111,374","11,087","6,037","21,296","15,401","27,810","7,704","45,459","5,713","38,084","43,508","3,036","166,750","169,755","7,068","5,173","18,835","5,555","35,025","19,614","8,611"
3/27/22,"17,097","89,046","131,499","111,395","11,090","6,039","21,306","15,403","27,819","7,704","45,475","5,714","38,094","43,521","3,036","166,801","169,784","7,068","5,179","18,837","5,555","35,029","19,615","8,616"
3/28/22,"17,097","89,071","131,512","111,423","11,092","6,040","21,310","15,406","27,833","7,704","45,485","5,715","38,100","43,532","3,037","166,851","169,812","7,069","5,182","18,841","5,556","35,031","19,617","8,618"
3/29/22,"17,100","89,098","131,536","111,466","11,095","6,041","21,328","15,414","27,836","7,704","45,499","5,715","38,108","43,560","3,039","166,898","169,841","7,071","5,183","18,841","5,556","35,040","19,620","8,622"
3/30/22,"17,104","89,132","131,575","111,492","11,095","6,042","21,340","15,423","27,843","7,704","45,507","5,715","38,116","43,573","3,039","166,983","169,873","7,071","5,185","18,841","5,557","35,042","19,623","8,623"
3/31/22,"17,110","89,168","131,615","111,558","11,100","6,045","21,350","15,424","27,852","7,705","45,520","5,715","38,130","43,596","3,039","167,111","169,916","7,077","5,186","18,844","5,557","35,049","19,627","8,625"
4/1/22,"17,110","89,215","131,668","111,622","11,106","6,045","21,356","15,437","27,863","7,705","45,529","5,715","38,145","43,618","3,042","167,221","169,974","7,080","5,188","18,849","5,558","35,053","19,632","8,626"
4/2/22,"17,112","89,252","131,704","111,678","11,110","6,046","21,363","15,441","27,869","7,705","45,543","5,715","38,156","43,642","3,044","167,374","170,055","7,082","5,191","18,856","5,559","35,058","19,638","8,629"
4/3/22,"17,113","89,270","131,727","111,722","11,113","6,047","21,365","15,444","27,873","7,708","45,551","5,715","38,168","43,658","3,044","167,457","170,091","7,082","5,191","18,857","5,559","35,060","19,643","8,631"
4/4/22,"17,114","89,296","131,762","111,750","11,113","6,048","21,367","15,449","27,897","7,708","45,559","5,715","38,180","43,681","3,044","167,532","170,148","7,085","5,192","18,857","5,560","35,065","19,643","8,631"
4/5/22,"17,116","89,323","131,794","111,766","11,115","6,048","21,378","15,451","27,901","7,708","45,570","5,716","38,188","43,696","3,044","167,634","170,202","7,087","5,195","18,858","5,560","35,069","19,646","8,631"
4/6/22,"17,117","89,367","131,851","111,824","11,117","6,050","21,386","15,457","27,924","7,709","45,591","5,716","38,201","43,709","3,046","167,825","170,256","7,088","5,197","18,866","5,561","35,075","19,652","8,638"
4/7/22,"17,117","89,417","131,892","111,894","11,120","6,050","21,393","15,461","27,940","7,714","45,616","5,717","38,221","43,729","3,046","167,964","170,324","7,092","5,201","18,874","5,563","35,076","19,655","8,638"
4/8/22,"17,121","89,482","131,964","112,063","11,127","6,051","21,404","15,469","27,951","7,716","45,631","5,717","38,232","43,771","3,046","168,102","170,390","7,093","5,202","18,882","5,564","35,082","19,658","8,640"
4/9/22,"17,122","89,541","132,029","112,149","11,130","6,055","21,409","15,476","27,970","7,721","45,645","5,718","38,256","43,821","3,046","168,326","170,474","7,097","5,204","18,884","5,567","35,087","19,662","8,640"
4/10/22,"17,122","89,589","132,076","112,202","11,134","6,055","21,421","15,482","27,985","7,723","45,660","5,718","38,269","43,839","3,048","168,491","170,570","7,099","5,205","18,886","5,571","35,088","19,664","8,641"
4/11/22,"17,125","89,627","132,137","112,256","11,138","6,055","21,428","15,488","27,999","7,723","45,683","5,718","38,284","43,875","3,048","168,592","170,631","7,100","5,205","18,890","5,571","35,089","19,666","8,643"
4/12/22,"17,129","89,657","132,192","112,330","11,141","6,055","21,439","15,493","28,023","7,723","45,695","5,718","38,294","43,890","3,048","168,751","170,706","7,102","5,207","18,895","5,574","35,094","19,671","8,643"
4/13/22,"17,131","89,695","132,238","112,379","11,144","6,055","21,443","15,497","28,033","7,725","45,712","5,720","38,302","43,922","3,048","168,884","170,791","7,103","5,208","18,904","5,574","35,098","19,676","8,644"
4/14/22,"17,136","89,760","132,326","112,463","11,147","6,057","21,462","15,511","28,067","7,729","45,738","5,721","38,322","43,953","3,048","169,117","170,897","7,111","5,208","18,915","5,578","35,104","19,678","8,653"
4/15/22,"17,139","89,818","132,428","112,540","11,156","6,059","21,479","15,519","28,093","7,732","45,770","5,721","38,347","43,981","3,049","169,340","171,028","7,115","5,210","18,930","5,580","35,113","19,684","8,656"
4/16/22,"17,143","89,889","132,512","112,611","11,159","6,067","21,500","15,529","28,112","7,737","45,804","5,723","38,373","44,044","3,050","169,580","171,180","7,119","5,212","18,933","5,587","35,130","19,694","8,663"
4/17/22,"17,143","89,955","132,577","112,667","11,163","6,070","21,514","15,536","28,135","7,740","45,830","5,723","38,384","44,144","3,051","169,749","171,273","7,125","5,212","18,934","5,588","35,137","19,698","8,671"
4/18/22,"17,144","90,007","132,629","112,723","11,172","6,071","21,522","15,541","28,158","7,740","45,849","5,723","38,406","44,163","3,051","169,916","171,361","7,128","5,212","18,938","5,589","35,139","19,703","8,673"
4/19/22,"17,147","90,062","132,693","112,768","11,175","6,072","21,536","15,550","28,191","7,742","45,873","5,724","38,431","44,203","3,053","170,119","171,478","7,129","5,214","18,940","5,589","35,147","19,709","8,680"
4/20/22,"17,150","90,128","132,744","112,839","11,182","6,073","21,544","15,558","28,204","7,743","45,903","5,725","38,452","44,246","3,054","170,296","171,583","7,131","5,212","18,949","5,593","35,158","19,712","8,682"
4/21/22,"17,159","90,219","132,857","112,955","11,191","6,078","21,562","15,566","28,230","7,745","45,929","5,725","38,488","44,291","3,056","170,616","171,763","7,135","5,212","18,961","5,593","35,170","19,716","8,688"
4/22/22,"17,174","90,290","132,967","113,091","11,196","6,080","21,595","15,585","28,246","7,745","45,955","5,725","38,521","44,373","3,058","170,868","171,933","7,137","5,212","18,975","5,595","35,183","19,720","8,696"
4/23/22,"17,176","90,386","133,076","113,203","11,202","6,085","21,616","15,595","28,267","7,748","45,989","5,728","38,569","44,447","3,063","171,138","172,070","7,147","5,214","18,983","5,602","35,193","19,725","8,703"
4/24/22,"17,181","90,446","133,173","113,279","11,216","6,085","21,627","15,607","28,300","7,749","46,015","5,728","38,595","44,519","3,064","171,358","172,168","7,150","5,215","18,996","5,604","35,194","19,733","8,706"
4/25/22,"17,183","90,479","133,244","113,331","11,223","6,085","21,639","15,609","28,313","7,749","46,031","5,728","38,614","44,556","3,065","171,479","172,236","7,153","5,215","19,008","5,606","35,198","19,738","8,706"
4/26/22,"17,187","90,549","133,326","113,407","11,228","6,087","21,648","15,621","28,328","7,750","46,060","5,728","38,643","44,617","3,067","171,773","172,361","7,153","5,216","19,012","5,607","35,207","19,742","8,709"
4/27/22,"17,191","90,627","133,390","113,498","11,248","6,089","21,660","15,627","28,338","7,750","46,084","5,729","38,670","44,661","3,068","171,987","172,451","7,155","5,215","19,021","5,612","35,222","19,748","8,711"
4/28/22,"17,197","90,757","133,546","113,670","11,266","6,095","21,688","15,639","28,365","7,753","46,132","5,730","38,715","44,755","3,068","172,355","172,659","7,159","5,218","19,044","5,620","35,236","19,761","8,716"
4/29/22,"17,203","90,891","133,686","113,829","11,274","6,100","21,722","15,652","28,419","7,754","46,185","5,731","38,761","44,859","3,069","172,745","172,823","7,164","5,221","19,065","5,622","35,250","19,783","8,725"
4/30/22,"17,209","91,016","133,826","113,990","11,283","6,105","21,737","15,664","28,457","7,756","46,229","5,732","38,804","44,921","3,071","173,068","173,020","7,168","5,223","19,080","5,627","35,262","19,794","8,733"
5/1/22,"17,212","91,103","133,916","114,072","11,292","6,107","21,752","15,670","28,471","7,757","46,255","5,732","38,828","44,958","3,077","173,264","173,116","7,172","5,224","19,087","5,631","35,268","19,804","8,735"
5/2/22,"17,216","91,166","133,990","114,120","11,295","6,107","21,760","15,682","28,487","7,761","46,272","5,732","38,843","44,987","3,079","173,365","173,189","7,175","5,226","19,101","5,632","35,273","19,808","8,736"
5/3/22,"17,222","91,233","134,121","114,214","11,301","6,108","21,772","15,690","28,519","7,764","46,308","5,732","38,875","45,057","3,080","173,704","173,326","7,178","5,227","19,114","5,635","35,276","19,815","8,737"
5/4/22,"17,227","91,393","134,264","114,390","11,308","6,113","21,800","15,702","28,542","7,767","46,355","5,734","38,922","45,148","3,081","174,022","173,515","7,185","5,231","19,130","5,651","35,293","19,828","8,737"
5/5/22,"17,229","91,526","134,440","114,649","11,325","6,117","21,840","15,728","28,576","7,772","46,397","5,734","38,989","45,225","3,081","174,393","173,711","7,190","5,231","19,155","5,659","35,311","19,843","8,742"
5/6/22,"17,235","91,730","134,682","114,957","11,342","6,122","21,879","15,736","28,620","7,778","46,473","5,735","39,044","45,362","3,083","174,844","173,936","7,200","5,233","19,179","5,665","35,333","19,857","8,751"
5/7/22,"17,243","91,887","134,900","115,252","11,359","6,124","21,922","15,757","28,655","7,784","46,539","5,742","39,098","45,488","3,088","175,342","174,149","7,209","5,236","19,189","5,671","35,347","19,879","8,761"
5/8/22,"17,244","92,002","135,091","115,404","11,367","6,127","21,949","15,783","28,696","7,787","46,593","5,744","39,149","45,545","3,095","175,644","174,281","7,211","5,239","19,199","5,675","35,353","19,891","8,767"
5/9/22,"17,245","92,118","135,283","115,565","11,375","6,127","21,985","15,799","28,730","7,793","46,630","5,745","39,199","45,629","3,098","175,968","174,430","7,216","5,239","19,213","5,679","35,361","19,899","8,769"
5/10/22,"17,263","92,299","135,442","115,748","11,389","6,130","22,010","15,822","28,766","7,800","46,699","5,751","39,245","45,766","3,102","176,399","174,636","7,219","5,245","19,233","5,684","35,369","19,918","8,786"
5/11/22,"17,270","92,423","135,643","116,019","11,416","6,131","22,040","15,850","28,805","7,802","46,753","5,754","39,280","45,867","3,109","176,767","174,792","7,221","5,249","19,266","5,686","35,387","19,935","8,796"
5/12/22,"17,275","92,620","135,941","116,287","11,437","6,145","22,084","15,870","28,857","7,811","46,829","5,756","39,355","46,003","3,114","177,331","175,069","7,234","5,253","19,311","5,693","35,417","19,967","8,812"
5/13/22,"17,289","92,813","136,250","116,690","11,466","6,157","22,133","15,903","28,947","7,818","46,910","5,760","39,412","46,116","3,119","177,997","175,354","7,244","5,266","19,328","5,701","35,428","20,012","8,825"
5/14/22,"17,314","93,024","136,575","117,063","11,486","6,162","22,192","15,935","29,029","7,824","46,989","5,764","39,483","46,278","3,134","178,701","175,657","7,261","5,270","19,374","5,715","35,446","20,035","8,836"
5/15/22,"17,318","93,190","136,820","117,291","11,499","6,165","22,230","15,964","29,093","7,835","47,052","5,768","39,566","46,435","3,143","179,171","175,892","7,267","5,271","19,388","5,718","35,456","20,045","8,841"
5/16/22,"17,320","93,346","136,997","117,472","11,511","6,169","22,269","15,977","29,140","7,848","47,114","5,774","39,614","46,559","3,145","179,549","176,101","7,271","5,271","19,406","5,727","35,470","20,053","8,848"
5/17/22,"17,351","93,531","137,307","117,747","11,531","6,175","22,321","16,014","29,202","7,853","47,186","5,779","39,678","46,699","3,148","180,130","176,416","7,281","5,278","19,429","5,739","35,488","20,096","8,864"
5/18/22,"17,362","93,728","137,542","117,956","11,545","6,180","22,369","16,049","29,247","7,856","47,272","5,782","39,754","46,834","3,156","180,595","176,699","7,295","5,282","19,470","5,755","35,502","20,127","8,878"
5/19/22,"17,371","93,959","137,897","118,284","11,576","6,190","22,434","16,069","29,317","7,876","47,390","5,787","39,850","47,003","3,161","181,342","177,034","7,304","5,288","19,501","5,769","35,541","20,169","8,893"
5/20/22,"17,400","94,246","138,319","118,569","11,604","6,197","22,493","16,111","29,411","7,900","47,516","5,792","39,932","47,177","3,170","182,130","177,430","7,317","5,294","19,552","5,787","35,568","20,205","8,901"
5/21/22,"17,406","94,447","138,556","118,795","11,630","6,210","22,537","16,142","29,468","7,914","47,598","5,797","39,998","47,334","3,189","182,743","177,694","7,328","5,303","19,580","5,796","35,592","20,226","8,922"
5/22/22,"17,407","94,574","138,782","118,981","11,655","6,215","22,586","16,155","29,518","7,916","47,698","5,801","40,061","47,422","3,196","183,308","177,949","7,329","5,306","19,598","5,812","35,612","20,238","8,934"
5/23/22,"17,416","94,731","138,990","119,141","11,670","6,225","22,617","16,179","29,571","7,922","47,778","5,803","40,118","47,498","3,200","183,697","178,187","7,336","5,310","19,628","5,817","35,626","20,257","8,940"
5/24/22,"17,429","94,968","139,282","119,413","11,694","6,230","22,663","16,209","29,642","7,943","47,854","5,807","40,200","47,695","3,202","184,277","178,589","7,343","5,312","19,665","5,827","35,654","20,291","8,950"
5/25/22,"17,465","95,119","139,538","119,634","11,713","6,232","22,681","16,224","29,686","7,947","47,929","5,808","40,262","47,814","3,204","184,874","178,857","7,345","5,316","19,693","5,838","35,675","20,313","8,955"
5/26/22,"17,479","95,457","139,861","119,928","11,733","6,244","22,727","16,252","29,772","7,968","48,001","5,815","40,354","47,918","3,212","185,497","179,209","7,360","5,321","19,766","5,849","35,715","20,338","8,971"
5/27/22,"17,501","95,687","140,163","120,199","11,755","6,252","22,778","16,280","29,870","7,979","48,065","5,821","40,419","48,122","3,223","186,261","179,584","7,375","5,331","19,794","5,864","35,745","20,375","8,981"
5/28/22,"17,515","95,897","140,483","120,478","11,778","6,256","22,811","16,301","29,915","7,988","48,169","5,822","40,460","48,230","3,231","186,779","179,890","7,387","5,337","19,845","5,874","35,784","20,394","9,004"
5/29/22,"17,518","96,037","140,695","120,671","11,802","6,261","22,848","16,340","29,986","7,993","48,251","5,822","40,507","48,343","3,236","187,289","180,140","7,392","5,338","19,873","5,884","35,806","20,410","9,018"
5/30/22,"17,523","96,174","140,864","120,802","11,820","6,265","22,876","16,350","30,043","8,001","48,298","5,827","40,570","48,411","3,239","187,763","180,371","7,402","5,340","19,904","5,886","35,819","20,425","9,019"
5/31/22,"17,528","96,257","141,001","120,907","11,832","6,269","22,896","16,364","30,064","8,004","48,331","5,827","40,603","48,486","3,245","188,138","180,527","7,410","5,341","19,922","5,888","35,826","20,443","9,027"
6/1/22,"17,596","96,415","141,173","121,061","11,850","6,275","22,923","16,388","30,114","8,013","48,389","5,830","40,650","48,565","3,248","188,658","180,805","7,419","5,346","19,953","5,894","35,848","20,464","9,032"
6/2/22,"17,621","96,553","141,341","121,229","11,872","6,282","22,951","16,424","30,134","8,022","48,445","5,839","40,693","48,713","3,253","188,985","180,984","7,424","5,350","20,005","5,900","35,861","20,492","9,041"
6/3/22,"17,646","96,781","141,645","121,524","11,916","6,294","23,019","16,452","30,200","8,028","48,510","5,849","40,765","48,830","3,257","189,621","181,324","7,437","5,354","20,042","5,906","35,932","20,520","9,051"
6/4/22,"17,678","96,985","141,868","121,781","11,948","6,300","23,074","16,468","30,271","8,041","48,604","5,857","40,827","48,948","3,264","190,242","181,726","7,455","5,359","20,069","5,912","35,975","20,545","9,074"
6/5/22,"17,687","97,109","142,042","121,958","11,963","6,304","23,104","16,483","30,307","8,051","48,669","5,859","40,869","49,032","3,265","190,611","181,949","7,462","5,360","20,100","5,916","35,997","20,559","9,086"
6/6/22,"17,697","97,195","142,173","122,044","11,973","6,307","23,119","16,501","30,375","8,056","48,724","5,862","40,912","49,093","3,269","190,924","182,157","7,467","5,361","20,111","5,921","36,008","20,563","9,087"
6/7/22,"17,734","97,363","142,360","122,250","11,986","6,309","23,143","16,520","30,432","8,065","48,788","5,867","40,963","49,253","3,273","191,340","182,432","7,473","5,365","20,145","5,925","36,038","20,593","9,108"
6/8/22,"17,743","97,473","142,509","122,395","11,994","6,312","23,162","16,531","30,479","8,069","48,859","5,871","41,003","49,356","3,273","191,645","182,674","7,478","5,368","20,168","5,932","36,055","20,612","9,123"
6/9/22,"17,748","97,645","142,665","122,574","12,013","6,316","23,196","16,557","30,547","8,088","48,929","5,878","41,049","49,487","3,273","192,056","182,956","7,496","5,377","20,191","5,939","36,094","20,633","9,133"
6/10/22,"17,776","97,809","142,846","122,735","12,029","6,317","23,237","16,561","30,614","8,106","48,971","5,890","41,090","49,573","3,275","192,380","183,202","7,504","5,383","20,235","5,944","36,107","20,664","9,143"
6/11/22,"17,789","97,965","143,005","122,918","12,053","6,324","23,267","16,584","30,698","8,119","49,027","5,894","41,144","49,717","3,278","192,897","183,501","7,509","5,384","20,265","5,953","36,148","20,682","9,158"
6/12/22,"17,792","98,045","143,126","123,045","12,061","6,326","23,280","16,599","30,748","8,125","49,068","5,898","41,173","49,765","3,280","193,196","183,717","7,516","5,386","20,279","5,959","36,170","20,704","9,164"
6/13/22,"17,797","98,118","143,257","123,131","12,071","6,329","23,295","16,613","30,794","8,129","49,094","5,899","41,199","49,829","3,283","193,423","183,857","7,523","5,388","20,299","5,961","36,185","20,720","9,170"
6/14/22,"17,803","98,233","143,397","123,273","12,082","6,332","23,315","16,634","30,847","8,137","49,139","5,904","41,238","49,906","3,286","193,754","184,094","7,524","5,388","20,325","5,968","36,209","20,739","9,178"
6/15/22,"17,822","98,350","143,501","123,383","12,090","6,333","23,328","16,652","30,885","8,141","49,184","5,908","41,266","49,986","3,288","194,043","184,277","7,536","5,391","20,340","5,972","36,229","20,754","9,190"
6/16/22,"17,832","98,482","143,644","123,549","12,112","6,342","23,351","16,672","30,966","8,148","49,230","5,917","41,312","50,097","3,293","194,457","184,555","7,544","5,394","20,373","5,987","36,250","20,774","9,201"
6/17/22,"17,843","98,614","143,809","123,715","12,129","6,348","23,386","16,699","31,049","8,153","49,278","5,921","41,347","50,371","3,294","194,974","184,832","7,550","5,396","20,404","5,992","36,277","20,800","9,216"
6/18/22,"17,871","98,720","143,951","123,849","12,143","6,351","23,415","16,720","31,106","8,157","49,319","5,928","41,388","50,445","3,295","195,346","185,057","7,561","5,399","20,426","6,000","36,297","20,817","9,224"
6/19/22,"17,874","98,788","144,070","123,935","12,155","6,355","23,431","16,737","31,135","8,161","49,366","5,931","41,422","50,486","3,296","195,611","185,239","7,568","5,403","20,440","6,004","36,305","20,830","9,231"
6/20/22,"17,879","98,876","144,152","124,002","12,162","6,355","23,441","16,755","31,165","8,166","49,392","5,932","41,463","50,529","3,297","195,867","185,375","7,573","5,403","20,449","6,008","36,310","20,844","9,232"
6/21/22,"17,900","98,930","144,231","124,068","12,170","6,359","23,449","16,770","31,181","8,166","49,420","5,935","41,492","50,553","3,297","196,038","185,501","7,579","5,405","20,463","6,009","36,323","20,851","9,242"
6/22/22,"17,920","99,041","144,367","124,198","12,180","6,360","23,466","16,788","31,228","8,173","49,481","5,943","41,529","50,636","3,301","196,429","185,773","7,587","5,410","20,479","6,011","36,361","20,876","9,255"
6/23/22,"17,933","99,247","144,527","124,336","12,204","6,366","23,498","16,807","31,279","8,183","49,544","5,947","41,591","50,723","3,305","196,784","186,021","7,599","5,418","20,508","6,016","36,387","20,900","9,267"
6/24/22,"17,948","99,399","144,684","124,495","12,233","6,369","23,515","16,829","31,343","8,191","49,603","5,958","41,628","50,866","3,308","197,209","186,322","7,604","5,423","20,531","6,019","36,410","20,920","9,281"
6/25/22,"17,962","99,532","144,837","124,653","12,257","6,376","23,541","16,850","31,390","8,195","49,652","5,964","41,684","50,966","3,320","197,645","186,585","7,609","5,428","20,554","6,036","36,439","20,955","9,292"
6/26/22,"17,970","99,639","144,980","124,774","12,276","6,377","23,558","16,869","31,423","8,204","49,697","5,972","41,720","51,052","3,321","197,922","186,834","7,610","5,431","20,569","6,038","36,458","20,959","9,301"
6/27/22,"17,975","99,710","145,075","124,858","12,287","6,381","23,574","16,884","31,454","8,206","49,728","5,973","41,753","51,136","3,323","198,172","187,014","7,612","5,434","20,580","6,040","36,464","20,972","9,305"
6/28/22,"17,998","99,873","145,249","124,985","12,301","6,382","23,600","16,904","31,494","8,216","49,770","5,984","41,804","51,222","3,325","198,545","187,242","7,619","5,436","20,597","6,044","36,481","20,985","9,315"
6/29/22,"18,013","100,005","145,374","125,090","12,317","6,388","23,632","16,925","31,543","8,222","49,823","5,990","41,847","51,307","3,326","198,938","187,478","7,627","5,441","20,618","6,049","36,523","21,003","9,326"
6/30/22,"18,020","100,180","145,531","125,244","12,336","6,396","23,665","16,943","31,585","8,228","49,904","5,996","41,905","51,420","3,328","199,328","187,784","7,634","5,443","20,648","6,058","36,562","21,035","9,348"
7/1/22,"18,024","100,339","145,712","125,430","12,350","6,401","23,688","16,959","31,638","8,236","49,960","6,006","41,957","51,567","3,329","199,780","188,101","7,649","5,446","20,681","6,063","36,589","21,051","9,361"
7/2/22,"18,035","100,529","145,865","125,572","12,370","6,408","23,710","16,974","31,683","8,242","50,012","6,013","41,994","51,659","3,332","200,191","188,356","7,656","5,452","20,718","6,068","36,616","21,084","9,370"
7/3/22,"18,038","100,618","146,014","125,672","12,387","6,408","23,730","16,989","31,717","8,246","50,058","6,015","42,044","51,744","3,337","200,445","188,579","7,661","5,454","20,721","6,073","36,633","21,098","9,379"
7/4/22,"18,046","100,733","146,127","125,779","12,393","6,415","23,750","17,014","31,763","8,252","50,102","6,021","42,084","51,844","3,342","200,702","188,763","7,665","5,457","20,739","6,076","36,637","21,114","9,387"
7/5/22,"18,050","100,824","146,214","125,836","12,396","6,416","23,760","17,023","31,795","8,258","50,123","6,023","42,105","51,898","3,344","200,893","188,916","7,668","5,457","20,747","6,083","36,646","21,117","9,394"
7/6/22,"18,097","100,930","146,357","125,954","12,420","6,420","23,782","17,040","31,843","8,262","50,175","6,034","42,154","51,997","3,348","201,224","189,156","7,676","5,459","20,761","6,084","36,658","21,134","9,401"
7/7/22,"18,112","101,025","146,485","126,080","12,433","6,425","23,819","17,059","31,882","8,270","50,241","6,046","42,197","52,062","3,355","201,468","189,350","7,685","5,461","20,774","6,090","36,699","21,146","9,407"
7/8/22,"18,125","101,187","146,708","126,259","12,446","6,430","23,852","17,083","31,939","8,277","50,318","6,055","42,258","52,174","3,358","201,832","189,722","7,695","5,470","20,832","6,105","36,733","21,166","9,420"
7/9/22,"18,143","101,378","146,883","126,439","12,467","6,442","23,887","17,108","32,008","8,285","50,369","6,069","42,323","52,303","3,368","202,280","190,069","7,703","5,471","20,866","6,116","36,765","21,198","9,422"
7/10/22,"18,144","101,481","147,054","126,570","12,480","6,449","23,900","17,124","32,047","8,290","50,411","6,073","42,359","52,403","3,371","202,646","190,298","7,711","5,472","20,879","6,120","36,774","21,205","9,423"
7/11/22,"18,144","101,582","147,172","126,647","12,484","6,452","23,917","17,141","32,077","8,292","50,431","6,075","42,387","52,479","3,374","202,925","190,486","7,716","5,472","20,889","6,122","36,775","21,210","9,426"
7/12/22,"18,173","101,743","147,361","126,814","12,508","6,460","23,942","17,167","32,132","8,299","50,496","6,085","42,450","52,605","3,378","203,301","190,816","7,719","5,474","20,918","6,125","36,794","21,228","9,435"
7/13/22,"18,205","101,939","147,512","126,963","12,525","6,465","23,967","17,186","32,175","8,311","50,555","6,097","42,520","52,738","3,382","203,679","191,141","7,731","5,478","20,943","6,130","36,844","21,266","9,451"
7/14/22,"18,222","102,107","147,702","127,122","12,531","6,471","23,999","17,205","32,229","8,320","50,630","6,109","42,576","52,830","3,385","204,196","191,403","7,736","5,479","20,963","6,143","36,869","21,290","9,462"
7/15/22,"18,233","102,246","147,903","127,290","12,549","6,477","24,022","17,231","32,287","8,327","50,686","6,119","42,645","52,944","3,388","204,612","191,754","7,739","5,491","20,991","6,148","36,896","21,318","9,465"
7/16/22,"18,273","102,429","148,074","127,458","12,565","6,482","24,046","17,243","32,337","8,331","50,750","6,127","42,700","53,052","3,390","205,062","192,085","7,745","5,496","21,023","6,152","36,939","21,352","9,474"
7/17/22,"18,281","102,551","148,227","127,579","12,577","6,483","24,066","17,263","32,365","8,336","50,803","6,133","42,735","53,145","3,395","205,352","192,322","7,753","5,497","21,036","6,157","36,960","21,374","9,480"
7/18/22,"18,285","102,632","148,340","127,663","12,596","6,486","24,086","17,278","32,397","8,337","50,840","6,135","42,767","53,205","3,396","205,664","192,521","7,757","5,504","21,045","6,161","36,972","21,388","9,487"
7/19/22,"18,301","102,707","148,457","127,768","12,607","6,489","24,112","17,289","32,430","8,341","50,899","6,142","42,800","53,296","3,398","205,955","192,724","7,765","5,506","21,059","6,163","36,992","21,406","9,493"
7/20/22,"18,327","102,883","148,667","127,985","12,627","6,493","24,144","17,311","32,476","8,348","50,972","6,157","42,879","53,417","3,403","206,399","193,103","7,775","5,510","21,084","6,170","37,048","21,452","9,505"
7/21/22,"18,344","103,078","148,877","128,202","12,662","6,497","24,169","17,328","32,538","8,353","51,030","6,166","42,952","53,563","3,413","206,883","193,459","7,780","5,514","21,112","6,174","37,086","21,489","9,524"
